name	field	rank	overall	h_index	cites_per_paper	academic_rep	employer_rep
National Taipei University of Technology	physics-astronomy	451-500					
National Taiwan Normal University	physics-astronomy	451-500					
Novosibirsk State Technical University	physics-astronomy	451-500					
Okayama University	physics-astronomy	451-500					
Osaka City University	physics-astronomy	451-500					
Pontificia Universidad Católica del Perú	physics-astronomy	451-500					
Royal Holloway University of London	physics-astronomy	451-500					
South China University of Technology	physics-astronomy	451-500					
Technische Universität Braunschweig	physics-astronomy	451-500					
The University of Georgia	physics-astronomy	451-500					
Universidad Autónoma de San Luis de Potosí	physics-astronomy	451-500					
Universidad de Santiago de Chile (USACH)	physics-astronomy	451-500					
Universidad de Sevilla	physics-astronomy	451-500					
University Duesseldorf	physics-astronomy	451-500					
Universität Potsdam	physics-astronomy	451-500					
Université du Québec	physics-astronomy	451-500					
University at Albany SUNY	physics-astronomy	451-500					
University of Bergen	physics-astronomy	451-500					
University of Calcutta	physics-astronomy	451-500					
University of Electronic Science and Technology of China	physics-astronomy	451-500					
University of Maryland, Baltimore County	physics-astronomy	451-500					
University of Nebraska - Lincoln	physics-astronomy	451-500					
University of Oklahoma	physics-astronomy	451-500					
University of Oregon	physics-astronomy	451-500		79.7			
University of Otago	physics-astronomy	451-500					
University of Seoul	physics-astronomy	451-500					
University of South Carolina	physics-astronomy	451-500					
University of South Florida	physics-astronomy	451-500					
University of Wroclaw	physics-astronomy	451-500					
University of Zagreb	physics-astronomy	451-500					
Victoria University of Wellington	physics-astronomy	451-500					
Al-Farabi Kazakh National University	physics-astronomy	501-550					
Aston University	physics-astronomy	501-550					
Bandung Institute of Technology (ITB)	physics-astronomy	501-550					
Ben-Gurion University of The Negev	physics-astronomy	501-550					
Chiba University	physics-astronomy	501-550					
Dublin City University	physics-astronomy	501-550					
East China University of Science and Technology	physics-astronomy	501-550					
Florida International University	physics-astronomy	501-550					
Georgia State University	physics-astronomy	501-550					
Hacettepe University	physics-astronomy	501-550					
Illinois Institute of Technology	physics-astronomy	501-550					
IMT Atlantique	physics-astronomy	501-550					71.0
Johannes Kepler University Linz	physics-astronomy	501-550					
Karl-Franzens-Universitaet Graz	physics-astronomy	501-550					
Koç University	physics-astronomy	501-550					
Lahore University of Management Sciences (LUMS)	physics-astronomy	501-550					
Mahidol University	physics-astronomy	501-550					
Ohio University	physics-astronomy	501-550					
Oklahoma State University	physics-astronomy	501-550					
Palacký University Olomouc	physics-astronomy	501-550					
Panjab University	physics-astronomy	501-550					
Pontificia Universidad Católica de Valparaíso	physics-astronomy	501-550					
Rochester Institute of Technology (RIT)	physics-astronomy	501-550					
Southern Methodist University	physics-astronomy	501-550					
Stellenbosch University	physics-astronomy	501-550					
The University of Texas M. D. Anderson Cancer Center	physics-astronomy	501-550					
Tokai University	physics-astronomy	501-550					
Universidad Carlos III de Madrid (UC3M)	physics-astronomy	501-550					
Universidade Federal de São Carlos (UFSCar)	physics-astronomy	501-550					
Università degli Studi di Udine	physics-astronomy	501-550					
Universität Bremen	physics-astronomy	501-550					
Universität des Saarlandes	physics-astronomy	501-550					
Universität Siegen	physics-astronomy	501-550					
Université de Lille	physics-astronomy	501-550					
University of Debrecen	physics-astronomy	501-550					
University of Kentucky	physics-astronomy	501-550					
University of Kwazulu-Natal	physics-astronomy	501-550					
University of Limerick	physics-astronomy	501-550					
University of Massachusetts Boston	physics-astronomy	501-550					
University of Miami	physics-astronomy	501-550					
University of Minho	physics-astronomy	501-550					
University of Mons	physics-astronomy	501-550					
The University of Newcastle, Australia (UON)	physics-astronomy	501-550					
University of Oulu	physics-astronomy	501-550					
University of Texas Arlington	physics-astronomy	501-550					
University of Wisconsin Milwaukee	physics-astronomy	501-550					
Vietnam National University, Hanoi	physics-astronomy	501-550					
Wroclaw University of Science and Technology (WRUST)	physics-astronomy	501-550					
Bangladesh University of Engineering and Technology	physics-astronomy	551-600					
Baylor University	physics-astronomy	551-600					
Brandeis University	physics-astronomy	551-600					
Chonnam National University	physics-astronomy	551-600					
Chung-Ang University (CAU)	physics-astronomy	551-600					
Chungnam National University	physics-astronomy	551-600					
Colorado School of Mines	physics-astronomy	551-600					
HeFei University of Technology	physics-astronomy	551-600					
Hong Kong Baptist University	physics-astronomy	551-600					
Isfahan University of Technology	physics-astronomy	551-600					
Japan Advanced Institute of Science and Technology	physics-astronomy	551-600					
Jawaharlal Nehru Centre for Advanced Scientific Research	physics-astronomy	551-600					
Jawaharlal Nehru University	physics-astronomy	551-600					
Kansas State University	physics-astronomy	551-600					
Konkuk University	physics-astronomy	551-600					
L.N. Gumilyov Eurasian National University (ENU)	physics-astronomy	551-600					
Lanzhou University	physics-astronomy	551-600					
Masaryk University	physics-astronomy	551-600					
Massey University	physics-astronomy	551-600					
Michigan Technological University	physics-astronomy	551-600					
New Mexico State University	physics-astronomy	551-600					
Niigata University	physics-astronomy	551-600					
Northwestern Polytechnical University	physics-astronomy	551-600					
Old Dominion University	physics-astronomy	551-600					
Osaka Prefecture University	physics-astronomy	551-600					
Sichuan University	physics-astronomy	551-600					
"Sofia University ""St. Kliment Ohridski"""	physics-astronomy	551-600					
Graz University of Technology	physics-astronomy	551-600					
Tecnológico de Monterrey	physics-astronomy	551-600					72.9
Umea University	physics-astronomy	551-600					
Universidad Autónoma Metropolitana (UAM)	physics-astronomy	551-600					
Universidad de Puerto Rico	physics-astronomy	551-600					
University of Salamanca	physics-astronomy	551-600					
Universidade Federal de Santa Catarina	physics-astronomy	551-600					
Universita' degli Studi di Ferrara	physics-astronomy	551-600					
University of Modena and Reggio Emilia	physics-astronomy	551-600					
Universität Rostock	physics-astronomy	551-600					
Universiti Teknologi PETRONAS (UTP)	physics-astronomy	551-600					
University of Aberdeen	physics-astronomy	551-600					
University of Arkansas Fayetteville	physics-astronomy	551-600					
University of Aveiro	physics-astronomy	551-600					
University of Bucharest	physics-astronomy	551-600					
University of Hyderabad	physics-astronomy	551-600					
Universitas Indonesia	physics-astronomy	551-600					
University of Ioannina	physics-astronomy	551-600					
University of Missouri, Columbia	physics-astronomy	551-600					
University of Szeged	physics-astronomy	551-600					
V. N. Karazin Kharkiv National University	physics-astronomy	551-600					
West Virginia University	physics-astronomy	551-600					
Wuhan University of Technology	physics-astronomy	551-600					
Yildiz Technical University	physics-astronomy	551-600					
Harvard University	politics	1	93.3	100.0	89.8	88.7	100.0
Sciences Po	politics	2	90.8	82.0	81.6	100.0	81.3
University of Oxford	politics	3	89.6	96.3	81.0	86.8	94.9
Princeton University	politics	4	87.9	89.9	100.0	96.2	69.4
The London School of Economics and Political Science (LSE)	politics	5	86.0	97.6	85.3	84.4	85.0
University of Cambridge	politics	6	84.9	78.8	74.7	82.6	94.0
Stanford University	politics	7	84.6	84.8	87.7	80.9	89.5
Yale University	politics	8	83.5	90.7	89.8	80.0	84.7
The Australian National University	politics	9	80.8	81.0	71.4	89.0	70.3
National University of Singapore (NUS)	politics	10	80.5	76.6	78.4	74.3	92.8
University of California, Berkeley (UCB)	politics	10	80.5	84.8	83.8	79.2	80.1
Georgetown University	politics	12	79.1	84.8	81.8	83.5	69.0
Columbia University	politics	13	78.6	88.3	76.7	77.0	78.8
Massachusetts Institute of Technology (MIT)	politics	14	75.5	82.0	90.5	61.8	91.0
New York University (NYU)	politics	14	75.5	84.8	85.1	68.3	81.3
University of California, San Diego (UCSD)	politics	16	74.9	78.8	83.3	82.0	59.1
King's College London	politics	17	74.5	86.6	76.1	76.8	66.0
University of California, Los Angeles (UCLA)	politics	17	74.5	70.2	88.2	69.6	79.6
University of Chicago	politics	19	74.3	74.2	81.1	75.2	70.7
Freie Universitaet Berlin	politics	20	73.8	77.7	82.3	86.3	48.9
SOAS University of London	politics	21	72.3	62.3	71.3	87.5	50.6
Leiden University	politics	22	71.9	89.1	78.9	75.7	57.4
George Washington University	politics	23	70.6	82.9	81.0	70.7	62.8
Cornell University	politics	24	70.3	83.9	84.0	65.2	69.7
Central European University	politics	25	70.1	70.2	75.8	80.4	51.1
University of Amsterdam	politics	26	69.9	95.0	84.6	68.0	59.7
University of Toronto	politics	27	69.8	84.8	78.7	68.6	63.8
University of Michigan-Ann Arbor	politics	28	69.6	82.0	83.0	70.0	60.4
The University of Tokyo	politics	29	69.5	46.8	52.1	71.2	80.0
The University of Hong Kong	politics	29	69.5	64.1	68.7	67.5	74.8
Nanyang Technological University, Singapore (NTU)	politics	31	69.1	64.1	68.0	62.0	82.8
Johns Hopkins University	politics	32	68.5	77.7	76.3	70.9	58.7
Tsinghua University	politics	33	68.3	65.7	69.3	63.8	76.2
University of Copenhagen	politics	33	68.3	88.3	83.7	70.2	53.2
Fudan University	politics	35	68.1	60.5	56.4	69.6	72.1
McGill University	politics	36	68.0	75.4	74.9	68.4	62.4
ETH Zurich - Swiss Federal Institute of Technology	politics	37	67.6	77.7	85.4	61.0	69.3
Peking University	politics	38	67.5	52.0	59.5	66.9	76.4
Duke University	politics	39	67.2	82.0	89.2	61.5	64.4
European University Institute	politics	40	66.7	88.3	84.5	83.3	26.0
MGIMO University	politics	41	66.5	46.8	46.7	70.0	73.8
UCL	politics	42	66.4	79.9	76.6	65.4	60.2
University of British Columbia	politics	43	66.3	74.2	80.2	59.5	70.2
The University of Sydney	politics	44	66.2	77.7	74.8	60.5	68.9
HSE University	politics	45	66.1	76.6	65.8	60.2	72.5
Seoul National University	politics	46	65.7	58.6	55.6	67.0	69.3
The University of Melbourne	politics	46	65.7	67.3	74.4	58.1	74.9
Luiss University	politics	48	65.2	65.7	58.5	58.6	78.3
Essex, University of	politics	48	65.2	82.9	85.6	79.1	29.3
Universidade de São Paulo	politics	50	64.4	64.1	58.9	59.3	74.9
Aarhus University	politics	51-100		89.1	85.6		
American University	politics	51-100					
Brown University	politics	51-100					
Humboldt-Universität zu Berlin	politics	51-100				65.0	
KU Leuven	politics	51-100		82.0			
Keio University	politics	51-100				63.5	69.5
Korea University	politics	51-100					
Kyoto University	politics	51-100				65.6	
Lomonosov Moscow State University	politics	51-100					81.2
Lund University	politics	51-100					
Monash University	politics	51-100					72.2
National Taiwan University (NTU)	politics	51-100					
Northwestern University	politics	51-100			98.2		
Pontificia Universidad Católica de Chile (UC)	politics	51-100					76.0
Queen Mary University of London	politics	51-100		82.0			
Renmin (People's) University of China	politics	51-100					
Saint Petersburg State University	politics	51-100					
The Chinese University of Hong Kong (CUHK)	politics	51-100					
The University of Manchester	politics	51-100		86.6	81.7		
The University of New South Wales (UNSW Sydney)	politics	51-100					72.3
The University of Queensland	politics	51-100					
The University of Sheffield	politics	51-100		82.9			
The University of Warwick	politics	51-100		86.6	84.7		
Trinity College Dublin, The University of Dublin	politics	51-100					
Universidad de Buenos Aires (UBA)	politics	51-100					77.5
Universidad de los Andes	politics	51-100					80.7
Universidad Nacional Autónoma de México  (UNAM)	politics	51-100					84.4
Alma Mater Studiorum - University of Bologna	politics	51-100					
Universität Mannheim	politics	51-100		83.9	83.4		
Universitat Pompeu Fabra (Barcelona)	politics	51-100					
University of Vienna	politics	51-100		81.0			
Université de Montréal	politics	51-100					
Universite libre de Bruxelles	politics	51-100					
Université Paris 1 Panthéon-Sorbonne	politics	51-100					72.6
University College Dublin	politics	51-100					
The University of Edinburgh	politics	51-100		87.5	81.8		
The University of Exeter	politics	51-100		83.9	85.7		
University of Geneva	politics	51-100					
University of Gothenburg	politics	51-100		82.0	83.0		
University of Oslo	politics	51-100		84.8		62.4	
University of Pennsylvania	politics	51-100		82.9	85.2		71.0
University of St Andrews	politics	51-100				64.9	
University of Sussex	politics	51-100		82.9	82.2		
University of Texas at Austin	politics	51-100		82.9	86.6		
University of Zurich	politics	51-100		94.3	93.3		
Uppsala University	politics	51-100		82.9	85.6	63.4	
Utrecht University	politics	51-100		85.7	87.7		
Victoria University of Wellington	politics	51-100					
University of Warsaw	politics	151-200					
University of Waterloo	politics	151-200					
Vanderbilt University	politics	151-200					
Washington University in St. Louis	politics	151-200					
York University	politics	151-200					
Harvard University	psychology	1	98.6	100.0	92.8	100.0	100.0
Stanford University	psychology	2	96.4	98.9	97.8	96.7	91.7
University of Oxford	psychology	3	95.5	94.4	92.1	97.3	96.2
University of Cambridge	psychology	4	94.8	90.9	92.2	97.3	96.1
University of California, Berkeley (UCB)	psychology	5	92.3	93.7	95.6	93.8	84.5
University of California, Los Angeles (UCLA)	psychology	6	91.4	98.6	93.8	92.2	80.2
Yale University	psychology	7	90.9	96.0	89.4	90.7	87.6
University of Michigan-Ann Arbor	psychology	8	89.5	97.7	91.8	93.2	71.4
Massachusetts Institute of Technology (MIT)	psychology	9	89.3	85.4	87.3	90.3	93.3
UCL	psychology	10	89.2	95.4	89.3	92.1	76.9
University of Pennsylvania	psychology	10	89.2	97.7	94.5	88.8	76.1
Columbia University	psychology	12	89.1	96.9	89.2	90.1	79.2
New York University (NYU)	psychology	13	88.4	94.5	89.1	91.5	75.5
